date,close,volume,pe,ret_pct
2025-01-30,4095.23,8901196824,13.16,0.102
2025-01-31,4098.68,8703275564,13.18,0.084
2025-02-03,4101.3,8472606921,13.2,0.064
2025-02-04,4102.99,8213750859,13.22,0.041
2025-02-05,4103.68,8465931276,13.24,0.017
2025-02-06,4103.31,8756866195,13.26,-0.009
2025-02-07,4101.9,9048098485,13.27,-0.034
2025-02-10,4099.47,9328273405,13.29,-0.059
2025-02-11,4096.12,9586668369,13.31,-0.082
2025-02-12,4091.95,9814163385,13.32,-0.102
2025-02-13,4087.11,10004047289,13.34,-0.118
2025-02-14,4081.74,10152574433,13.35,-0.131
2025-02-17,4075.99,10259213670,13.36,-0.141
2025-02-18,4070.01,10326564977,13.38,-0.147
2025-02-19,4063.92,10359955226,13.39,-0.15
2025-02-20,4057.81,10366759476,13.4,-0.15
2025-02-21,4051.76,10355523859,13.41,-0.149
2025-02-24,4045.78,10334987459,13.42,-0.147
2025-02-25,4039.89,10313111150,13.43,-0.146
2025-02-26,4034.07,10296220047,13.44,-0.144
2025-02-27,4028.29,10288353172,13.45,-0.143
2025-02-28,4022.5,10290890608,13.46,-0.144
2025-03-03,4016.69,10302497362,13.46,-0.145
2025-03-04,4010.82,10319387835,13.47,-0.146
2025-03-05,4004.9,10335879100,13.48,-0.148
2025-03-06,3998.96,10345169024,13.48,-0.148
2025-03-07,3993.05,10340250256,13.49,-0.148
2025-03-10,3987.23,10314855875,13.49,-0.146
2025-03-11,3981.6,10264328911,13.49,-0.141
2025-03-12,3976.24,10186316213,13.5,-0.134
2025-03-13,3971.27,10081206501,13.5,-0.125
2025-03-14,3966.74,9952260683,13.5,-0.114
2025-03-17,3962.74,9805416540,13.5,-0.101
2025-03-18,3959.28,9648785958,13.5,-0.087
2025-03-19,3956.38,9491897048,13.5,-0.073
2025-03-20,3953.98,9344761912,13.5,-0.061
2025-03-21,3952.03,9216870426,13.49,-0.049
2025-03-24,3950.43,9116219031,13.49,-0.04
2025-03-25,3949.07,9048480125,13.49,-0.035
2025-03-26,3947.82,9016402728,13.48,-0.032
2025-03-27,3946.56,9019510145,13.48,-0.032
2025-03-28,3945.18,9054128189,13.47,-0.035
2025-03-31,3943.59,9113741697,13.47,-0.04
2025-04-01,3941.74,9189641406,13.46,-0.047
2025-04-02,3939.61,9271791814,13.45,-0.054
2025-04-03,3937.21,9349826742,13.44,-0.061
2025-04-04,3934.58,9414065675,13.43,-0.067
2025-04-07,3931.82,9456442003,13.43,-0.07
2025-04-08,3929.0,9471244274,13.41,-0.072
2025-04-09,3926.24,9455592360,13.4,-0.07
2025-04-10,3923.64,9409599756,13.39,-0.066
2025-04-11,3921.3,9336207867,13.38,-0.06
2025-04-14,3919.28,9240714212,13.37,-0.051
2025-04-15,3917.65,9130050095,13.35,-0.042
2025-04-16,3916.42,9011890684,13.34,-0.031
2025-04-17,3915.6,8893698698,13.33,-0.021
2025-04-18,3915.17,8781809840,13.31,-0.011
2025-04-21,3915.08,8680663219,13.29,-0.002
2025-04-22,3915.3,8592263564,13.28,0.006
2025-04-23,3915.78,8515936111,13.26,0.012
2025-04-24,3916.49,8448402257,13.24,0.018
2025-04-25,3917.43,8384168312,13.23,0.024
2025-04-28,3918.59,8316184605,13.21,0.03
2025-04-29,3920.04,8236701935,13.19,0.037
2025-04-30,3921.82,8261769902,13.17,0.045
2025-05-01,3924.02,8385508578,13.15,0.056
2025-05-02,3926.76,8538737628,13.13,0.07
2025-05-05,3930.13,8722991906,13.11,0.086
2025-05-06,3934.25,8936762805,13.09,0.105
2025-05-07,3939.19,9175465494,13.07,0.126
2025-05-08,3945.03,9431735274,13.04,0.148
2025-05-09,3951.79,9696024109,13.02,0.171
2025-05-12,3959.47,9957435523,13.0,0.194
2025-05-13,3968.02,10204709822,12.97,0.216
2025-05-14,3977.37,10427255091,12.95,0.236
2025-05-15,3987.4,10616114243,12.93,0.252
2025-05-16,3997.97,10764765293,12.9,0.265
2025-05-19,4008.94,10869670127,12.88,0.274
2025-05-20,4020.16,10930514444,12.85,0.28
2025-05-21,4031.47,10950115143,12.83,0.281
2025-05-22,4042.76,10934007635,12.8,0.28
2025-05-23,4053.93,10889760322,12.78,0.276
2025-05-26,4064.9,10826093010,12.75,0.271
2025-05-27,4075.63,10751897070,12.72,0.264
2025-05-28,4086.12,10675265459,12.7,0.257
2025-05-29,4096.38,10602639029,12.67,0.251
2025-05-30,4106.42,10538162263,12.65,0.245
2025-06-02,4116.3,10483317942,12.62,0.24
2025-06-03,4126.03,10436879095,12.59,0.236
2025-06-04,4135.63,10395181152,12.56,0.233
2025-06-05,4145.1,10352681591,12.54,0.229
2025-06-06,4154.42,10302742357,12.51,0.225
2025-06-09,4163.51,10238545511,12.48,0.219
2025-06-10,4172.32,10154037684,12.45,0.212
2025-06-11,4180.75,10044795593,12.43,0.202
2025-06-12,4188.7,9908713488,12.4,0.19
2025-06-13,4196.06,9746433014,12.37,0.176
2025-06-16,4202.75,9561464403,12.34,0.16
2025-06-17,4208.71,9359982062,12.32,0.142
2025-06-18,4213.91,9150313692,12.29,0.123
2025-06-19,4218.34,8942176106,12.26,0.105
2025-06-20,4222.05,8745739161,12.24,0.088
2025-06-23,4225.11,8570618569,12.21,0.073
2025-06-24,4227.64,8424906621,12.18,0.06
2025-06-25,4229.75,8314346183,12.15,0.05
2025-06-26,4231.6,8241738095,12.13,0.044
2025-06-27,4233.32,8206646907,12.1,0.041
2025-06-30,4235.03,8205437628,12.07,0.04
2025-07-01,4236.84,8231640208,12.05,0.043
2025-07-02,4238.82,8276602964,12.02,0.047
2025-07-03,4241.0,8330364799,12.0,0.051
2025-07-04,4243.38,8382652431,11.97,0.056
2025-07-07,4245.91,8423895514,11.95,0.06
2025-07-08,4248.53,8446150882,11.92,0.062
2025-07-09,4251.14,8443837442,11.9,0.061
2025-07-10,4253.64,8414204304,11.87,0.059
2025-07-11,4255.93,8357484240,11.85,0.054
2025-07-14,4257.91,8276719278,11.82,0.047
2025-07-15,4259.53,8222718698,11.8,0.038
2025-07-16,4260.74,8333855973,11.78,0.028
2025-07-17,4261.51,8449010069,11.76,0.018
2025-07-18,4261.86,8560746365,11.73,0.008
2025-07-21,4261.84,8662790062,11.71,-0.001
2025-07-22,4261.48,8750790580,11.69,-0.008
2025-07-23,4260.85,8822852122,11.67,-0.015
2025-07-24,4260.02,8879770370,11.65,-0.02
2025-07-25,4259.01,8924948093,11.63,-0.024
2025-07-28,4257.85,8963998340,11.61,-0.027
2025-07-29,4256.55,9004078821,11.59,-0.031
2025-07-30,4255.07,9053031192,11.57,-0.035
2025-07-31,4253.34,9118420991,11.56,-0.041
2025-08-01,4251.28,9206585417,11.54,-0.048
2025-08-04,4248.79,9321795757,11.52,-0.058
2025-08-05,4245.77,9465629106,11.51,-0.071
2025-08-06,4242.11,9636621364,11.49,-0.086
2025-08-07,4237.74,9830242899,11.47,-0.103
2025-08-08,4232.59,10039202977,11.46,-0.121
2025-08-11,4226.65,10254053135,11.45,-0.14
